height,nonce
1677899,406554
1677900,425463
1677901,2806679
1677902,3226265264
1677903,4282086656
1677904,1431656485
1677905,4179886467
1677906,2176431
1677907,9251
1677908,153392997
1677909,218170606
1677910,14685685
1677911,869694
1677912,3545931
1677913,1795756236
1677914,2684354605
1677915,1960
1677916,2422211265
1677917,32001
1677918,80122
1677919,414540
1677920,3540013605
1677921,593
1677922,2567565845
1677923,2701624966
1677924,4306198
1677925,3921689741
1677926,292763747
1677927,796932667
1677928,142718
1677929,323814
1677930,1461760165
1677931,1615408679
1677932,930821
1677933,534800
1677934,173
1677935,102925
1677936,2524976987
1677937,4267007967
1677938,251665162
1677939,3640858121
1677940,3575045287
1677941,1431723127
1677942,10653246
1677943,987200
1677944,1817102898
1677945,1968529272
1677946,89759
1677947,32906
1677948,143552
1677949,4102345154
1677950,112275
1677951,11198512
1677952,2919236600
1677953,37748
1677954,96388
1677955,328412
1677956,2130712818
1677957,711037
1677958,1101040562
1677959,1431655932
1677960,6301147
1677961,12170
1677962,1431675277
1677963,559326
1677964,3892416113
1677965,195238
1677966,16386
1677967,2907834814
1677968,2378636954
1677969,2139
1677970,61410
1677971,10554465
1677972,906117736
1677973,979857565
1677974,5633130
1677975,2054
1677976,1677
1677977,3579140291
1677978,50016
1677979,1063268860
1677980,991148319
1677981,306793041
1677982,3460864074
1677983,10973
1677984,2415921313
1677985,101583
1677986,14698226
1677987,2055209992
1677988,983628
1677989,23529
1677990,5679656
1677991,356544
1677992,2863317680
1677993,1789573201
1677994,2210308
1677995,3682599157
1677996,1963049280
1677997,30529
1677998,1023414343
1677999,33527
1678000,3825892726
1678001,3579181982
1678002,956330121
1678003,2180739231
1678004,3493020122
1678005,587286790
1678006,39486
1678007,2155812
1678008,222620738
1678009,560
1678010,91910
1678011,2805003244
1678012,290506
1678013,404233
1678014,3435998871
1678015,678
1678016,152978
1678017,2810545089
1678018,2122084
1678019,470565093
1678020,715877018
1678021,2415945364
1678022,2863312380
1678023,922747676
1678024,18488
1678025,268445176
1678026,5680
1678027,2762
1678028,3036679842
1678029,807214
1678030,649
1678031,71772
1678032,994706
1678033,703618
1678034,3221225851
1678035,14052
1678036,57627
1678037,48708
1678038,1827700
1678039,3988208509
1678040,3222424766
1678041,24860
1678042,4018720107
1678043,687866148
1678044,133785
1678045,1325400377
1678046,3674217538
1678047,371826
1678048,1055813
1678049,45103
1678050,51330
1678051,49623
1678052,1988
1678053,2181038472
1678054,8098
1678055,65
1678056,45387
1678057,9006
1678058,313977262
1678059,1077964
1678060,2390755746
1678061,449897
1678062,489155
1678063,1174767809
1678064,111876
1678065,111056
1678066,3550189
1678067,1293010329
1678068,939525605
1678069,158100
1678070,2147492036
1678071,20103
1678072,2803566164
1678073,1827282921
1678074,324460
1678075,3723760240
1678076,318777131
1678077,1176185855
1678078,3928043783
1678079,4411196
1678080,587208069
1678081,429340
1678082,251947
1678083,3067834099
1678084,92795
1678085,1080122
1678086,1717988163
1678087,2863313088
1678088,570824009
1678089,491344
1678090,300733
1678091,3404
1678092,18188
1678093,104067
1678094,3221235204
1678095,2281809056
1678096,74335
1678097,9471
1678098,1721235
1678099,1840700930
1678100,985643
1678101,123870
1678102,819500
1678103,1998276988
1678104,1073750757
1678105,210618
1678106,2543435253
1678107,3187679409
1678108,29061
1678109,620760682
1678110,3308469927
1678111,15703
1678112,3094393067
1678113,2887566163
1678114,2315954341
1678115,3221284452
1678116,2214811093
1678117,34996
1678118,10940
1678119,1261046847
1678120,1546866598
1678121,2315343429
1678122,1283426
1678123,2063798082
1678124,1994147290
1678125,2353284536
1678126,7565
1678127,28596
1678128,1475512
1678129,1275185237
1678130,1442873298
1678131,603
1678132,82081
1678133,31261
1678134,904203789
1678135,1342809863
1678136,52678
1678137,3937085545
1678138,8662
1678139,3523303936
1678140,858995976
1678141,1280676112
1678142,8434137
1678143,12793
1678144,2069334
1678145,809838820
1678146,904172705
1678147,287747
1678148,553638
1678149,453054927
1678150,184
1678151,715832182
1678152,229116
1678153,2863318864
1678154,1610613712
1678155,3758107019
1678156,491105
1678157,1837505
1678158,663752
1678159,2147483735
1678160,6318757
1678161,395888
1678162,1431655889
1678163,2723505929
1678164,2712317767
1678165,9756
1678166,411276
1678167,85593
1678168,32749
1678169,193052
1678170,263162
1678171,2114
1678172,1887440602
1678173,1482100385
1678174,19513
1678175,1650
1678176,49316
1678177,3322880225
1678178,2863336572
1678179,44360
1678180,3548385672
1678181,559810
1678182,2461361
1678183,660785823
1678184,858993883
1678185,2466415039
1678186,4160750069
1678187,483692
1678188,124270
1678189,3795850068
1678190,3937062879
1678191,247285
1678192,3742015629
1678193,6361
1678194,149265
1678195,1246645612
1678196,106468
1678197,530039
1678198,48418
1678199,2952889846
1678200,4284845
1678201,260393
1678202,40768
1678203,16940900
1678204,166388549
1678205,2505469012
1678206,29697
1678207,1023674516
1678208,65687
1678209,3779768553
1678210,1840702468
1678211,1180119
1678212,2534858409
1678213,1309503
1678214,1262
1678215,2386095358
1678216,395979
1678217,14007916
1678218,114464
1678219,4026533422
1678220,353804938
1678221,110415
1678222,33741
1678223,991754
1678224,10133796
1678225,318768653
1678226,2030118014
1678227,3138147280
1678228,619031
1678229,3623879001
1678230,2043465826
1678231,38612
1678232,9344
1678233,807575
1678234,10159122
1678235,2863312542
1678236,2147517762
1678237,595593382
1678238,3650723613
1678239,503372525
1678240,2863311625
1678241,2820
1678242,3817462244
1678243,2172093723
1678244,60350
1678245,1912759593
1678246,693649
1678247,55596
1678248,3758109514
1678249,67865
1678250,8410081
1678251,2147495425
1678252,77674
1678253,13497139
1678254,2088787943
1678255,2818585650
1678256,1180724518
1678257,15141749
1678258,86068
1678259,8439607
1678260,897058166
1678261,2460398865
1678262,805577541
1678263,3607595784
1678264,245889
1678265,111337
1678266,1879049838
1678267,60727
1678268,733877
1678269,1683314432
1678270,54929
1678271,165267
1678272,494515
1678273,326
1678274,11246788
1678275,2717982785
1678276,656
1678277,3514829151
1678278,6303546
1678279,222489
1678280,396730
1678281,4276208
1678282,9252
1678283,456170
1678284,504
1678285,2952829623
1678286,3356058827
1678287,4029320107
1678288,2147553345
1678289,2298485131
1678290,1040188998
1678291,46378
1678292,3599915892
1678293,2262807
1678294,2114445402
1678295,433434
1678296,63314
1678297,66950
1678298,112554
1678299,444740
1678300,528
1678301,89342
1678302,894389
1678303,2936013173
1678304,38213
1678305,1513605
1678306,75322
1678307,1431659144
1678308,862
1678309,805308049
1678310,1358959296
1678311,3307979718
1678312,159838
1678313,63019
1678314,236749342
1678315,3456108954
1678316,46744
1678317,192947964
1678318,1073746788
1678319,75449
1678320,172058
1678321,267752
1678322,134300791
1678323,536873409
1678324,857793
1678325,2415922425
1678326,58
1678327,98844
1678328,3979
1678329,2598
1678330,386074908
1678331,2863311829
1678332,355353
1678333,2863312789
1678334,3590324387
1678335,2147486088
1678336,12711250
1678337,1610614175
1678338,5562856
1678339,1565608010
1678340,211287
1678341,1174807834
1678342,604
1678343,234153
1678344,729816528
1678345,2225
1678346,8550382
1678347,3048981671
1678348,793715
1678349,4043479492
1678350,4179348937
1678351,2821787
1678352,73778
1678353,113666
1678354,1359004588
1678355,1660956810
1678356,89376
1678357,1431663156
1678358,27849
1678359,2643057263
1678360,6764712
1678361,42
1678362,227738
1678363,5580
1678364,168714
1678365,9171822
1678366,727525159
1678367,714213131
1678368,2856
1678369,112561
1678370,26585
1678371,11035
1678372,2147508377
1678373,1073747611
1678374,13
1678375,825533
1678376,1431657821
1678377,1342484592
1678378,2415920310
1678379,441169
1678380,4210574028
1678381,29698
1678382,76045
1678383,470081188
1678384,3795695764
1678385,2761052173
1678386,1717991789
1678387,6295807
1678388,3209583206
1678389,2147484439
1678390,4093718191
1678391,3374626064
1678392,1885659834
1678393,63250
1678394,1073742409
1678395,346456
1678396,3221260060
1678397,715843761
1678398,334280080
1678399,1591170917
1678400,2885688065
1678401,1165376698
1678402,186830
1678403,8477
1678404,77780
1678405,4110555529
1678406,512186
1678407,3540022305
1678408,4144280066
1678409,5638904
1678410,2863340551
1678411,97826
1678412,11239221
1678413,8393487
1678414,9266
1678415,173530
1678416,1145331872
1678417,5675337
1678418,5676450
1678419,53830
1678420,495575
1678421,3313268525
1678422,2801803791
1678423,50837
1678424,529094
1678425,10076886
1678426,4912952
1678427,1303031254
1678428,1999212458
1678429,2499806438
1678430,1597973
1678431,469789627
1678432,16925
1678433,989857261
1678434,14017903
1678435,3221232592
1678436,10914
1678437,2147483968
1678438,1146444461
1678439,2690539
1678440,1431662313
1678441,1466086585
1678442,70687
1678443,452101881
1678444,2184799770
1678445,3579148323
1678446,27896
1678447,1431657947
1678448,150994953
1678449,7304809
1678450,771762634
1678451,2995128240
1678452,7580
1678453,905987578
1678454,96297
1678455,43015
1678456,3865473219
1678457,88850
1678458,1090161
1678459,2147505678
1678460,716006495
1678461,134972
1678462,3623922612
1678463,32778
1678464,1277334517
1678465,3607777656
1678466,40903
1678467,389447
1678468,8569
1678469,464099
1678470,3137341784
1678471,1717989614
1678472,1996489282
1678473,216495
1678474,2684405458
1678475,227750
1678476,486628
1678477,5292
1678478,833323150
1678479,798217
1678480,1982669623
1678481,2573429947
1678482,2863311805
1678483,637555584
1678484,251659315
1678485,2986481609
1678486,1431655880
1678487,1073742075
1678488,59261
1678489,9022
1678490,4231278
1678491,3741321081
1678492,3892320889
1678493,4616
1678494,1846290543
1678495,1320344864
1678496,54774
1678497,900817
1678498,4282888
1678499,12888
1678500,396225
1678501,904791
1678502,1448495
1678503,1644284
1678504,2684354590
1678505,4218321
1678506,1107299132
1678507,1073761946
1678508,429496940
1678509,2147509942
1678510,14998
1678511,93086
1678512,90353
1678513,322970
1678514,962
1678515,671110922
1678516,56818
1678517,4273160824
1678518,7079
1678519,715834960
1678520,3793
1678521,3192974
1678522,985393
1678523,1307764
1678524,12971943
1678525,178957741
1678526,2214606513
1678527,6368693
1678528,1073746322
1678529,58726085
1678530,3814579960
1678531,82555
1678532,1160032
1678533,1438
1678534,85065
1678535,998538
1678536,73334
1678537,12794
1678538,2800454435
1678539,4194509
1678540,20126
1678541,1191188818
1678542,1342180533
1678543,3937063160
1678544,3408817
1678545,2193243144
1678546,31035
1678547,2454277833
1678548,4026544203
1678549,335544336
1678550,3665824282
1678551,102346
1678552,4254521
1678553,2510
1678554,662735199
1678555,3887283080
1678556,822087781
1678557,17347
1678558,4196714
1678559,976974
1678560,144154
1678561,2348864499
1678562,1711736271
1678563,3221263460
1678564,114
1678565,1812464033
1678566,199885
1678567,53674
1678568,41139
1678569,2147488080
1678570,6792575
1678571,2952833426
1678572,14759924
1678573,458206
1678574,4142001
1678575,41286
1678576,1092197456
1678577,2147537844
1678578,1073746475
1678579,75014
1678580,2868905166
1678581,1596688207
1678582,77292
1678583,13990179
1678584,2577
1678585,82264
1678586,2147485749
1678587,1148823
1678588,3037954419
1678589,708373633
1678590,8466659
1678591,1073744418
1678592,1090632706
1678593,704643926
1678594,275
1678595,2030108817
1678596,2235999
1678597,208630
1678598,32039
1678599,786511
1678600,1091473
1678601,2867354487
1678602,2147498048
1678603,613621316
1678604,2147485265
1678605,766600
1678606,485
1678607,30124
1678608,931489835
1678609,3541777132
1678610,5675496
1678611,2751495706
1678612,2415935377
1678613,3865498071
1678614,211926
1678615,1350567541
1678616,536874734
1678617,2304815767
1678618,55670
1678619,38237
1678620,1996497307
1678621,2863369333
1678622,1761751319
1678623,2466252549
1678624,1811945844
1678625,12633471
1678626,1610958674
1678627,872442065
1678628,73036
1678629,2131517485
1678630,454093566
1678631,47290
1678632,555099
1678633,2147483756
1678634,3978
1678635,1438
1678636,2486564704
1678637,156151
1678638,12221
1678639,2277645518
1678640,7981
1678641,5931
1678642,22466
1678643,1431658154
1678644,715828628
1678645,33467
1678646,1923790360
1678647,2281998852
1678648,3607110455
1678649,1698667
1678650,17855
1678651,2583701049
1678652,13496081
1678653,376
1678654,574991
1678655,3240
1678656,1191193349
1678657,3681407006
1678658,921
1678659,2505398783
1678660,570544881
1678661,95950
1678662,34252
1678663,76244
1678664,159723
1678665,77323
1678666,3793547035
1678667,1288490990
1678668,1054991
1678669,447983
1678670,1946157138
1678671,1583278816
1678672,205048
1678673,372594
1678674,3974109575
1678675,3131751757
1678676,2866484
1678677,3456110780
1678678,3374619688
1678679,863068
1678680,412
1678681,2887098
1678682,2008
1678683,403098
1678684,970799345
1678685,1432820955
1678686,1183
1678687,5078
1678688,3952960337
1678689,2615858472
1678690,1073745107
1678691,1073747005
1678692,579467
1678693,81180
1678694,3966135927
1678695,3215915002
1678696,101140
1678697,1493205670
1678698,423700
1678699,269033
1678700,1960061
1678701,20942
1678702,513447
1678703,1241643856
1678704,3892617863
1678705,12126
1678706,2223049577
1678707,2776
1678708,3386585
1678709,3141537926
1678710,145023
1678711,2729102497
1678712,3963627333
1678713,211104
1678714,5595299
1678715,9482
1678716,301948
1678717,4450
1678718,1431660022
1678719,3815764769
1678720,209278
1678721,401922
1678722,186968935
1678723,1378179304
1678724,10533513
1678725,3678082064
1678726,620757191
1678727,2326450125
1678728,1476433580
1678729,398762
1678730,603941
1678731,1615510
1678732,1764987309
1678733,90153
1678734,2863311698
1678735,141854
1678736,382269
1678737,2835349765
1678738,1211091
1678739,571232743
1678740,604745
1678741,72170
1678742,6161
1678743,48515
1678744,82490
1678745,539843
1678746,39085
1678747,209635
1678748,2533361922
1678749,609081
1678750,618769
1678751,417636
1678752,91153
1678753,4723794
1678754,117443401
1678755,1358988354
1678756,1713256075
1678757,803773
1678758,2650990373
1678759,121555
1678760,2248168856
1678761,1582652243
1678762,20622
1678763,2594943881
1678764,304054
1678765,1140850707
1678766,884109
1678767,1073742291
1678768,1895837907
1678769,13132
1678770,2829774349
1678771,1610613466
1678772,2147555067
1678773,41116
1678774,203298
1678775,398518
1678776,3478727492
1678777,1940498
1678778,135631
1678779,729196
1678780,2147483789
1678781,6530
1678782,361836
1678783,694324
1678784,6780032
1678785,2987796740
1678786,3882996467
1678787,3865472784
1678788,2080374850
1678789,3221233073
1678790,886
1678791,3579152912
1678792,2130706485
1678793,12881
1678794,295230
1678795,5628293
1678796,11753239
1678797,108111
1678798,12
1678799,356472
1678800,43665
1678801,1392627152
1678802,2807076
1678803,2308872
1678804,401801
1678805,1476494490
1678806,1364564802
1678807,684435
1678808,231657
1678809,14001469
1678810,2315463898
1678811,1908875102
1678812,189
1678813,354459
1678814,3232595
1678815,3758096447
1678816,3579140613
1678817,3019942953
1678818,1431660234
1678819,2132482586
1678820,94191
1678821,81011
1678822,7089
1678823,3597036656
1678824,2146278
1678825,444599051
1678826,2863633167
1678827,429497928
1678828,2466489049
1678829,746600208
1678830,3825252346
1678831,1493
1678832,7850065
1678833,3842213485
1678834,3221230469
1678835,190554
1678836,74
1678837,1229622
1678838,2098567
1678839,900444
1678840,10631810
1678841,1789580970
1678842,11753849
1678843,3523216241
1678844,134087
1678845,805909308
1678846,788795829
1678847,758306
1678848,595943
1678849,4006960200
1678850,2502489874
1678851,6748606
1678852,46091
1678853,1157649285
1678854,294739
1678855,26155
1678856,11256437
1678857,49498
1678858,28854
1678859,2498622134
1678860,1047
1678861,3349163073
1678862,2312675752
1678863,1428580759
1678864,3758098991
1678865,7191228
1678866,3206612886
1678867,3596141
1678868,715841693
1678869,14725764
1678870,1325767
1678871,409372836
1678872,8390089
1678873,84352410
1678874,666810
1678875,3942649830
1678876,3406270094
1678877,2030047174
1678878,167847946
1678879,78445
1678880,3393473136
1678881,1073772497
1678882,2768243823
1678883,671094798
1678884,2140710
1678885,3856057723
1678886,203265
1678887,252476489
1678888,100663569
1678889,1979722579
1678890,1510003388
1678891,1523373472
1678892,791548
1678893,702024
1678894,1073749792
1678895,1588730728
1678896,598511
1678897,21695
1678898,4697589
1678899,506820
1678900,43888
1678901,5222
1678902,2030051893
1678903,3607112925
1678904,536871957
1678905,1215170620
1678906,2417757
1678907,201763
1678908,715827882
1678909,410520
1678910,1610613082
1678911,1717992901
1678912,67769
1678913,3840305774
1678914,100664192
1678915,1207960153
1678916,975361403
1678917,214755666
1678918,715828795
1678919,2166228978
1678920,704644986
1678921,589022
1678922,3147019
1678923,3788299657
1678924,4044102956
1678925,50332872
1678926,1482391
1678927,1978795
1678928,1342187091
1678929,859002913
1678930,2695942994
1678931,7365913
1678932,1746403563
1678933,2449580640
1678934,2743
1678935,2147526940
1678936,2642414427
1678937,439829
1678938,42709
1678939,195239499
1678940,3925909443
1678941,4009768541
1678942,3354862
1678943,1928974
1678944,3724722415
1678945,1275102010
1678946,665
1678947,3937091795
1678948,1342258533
1678949,25539
1678950,112535
1678951,207252
1678952,3212837115
1678953,216248
1678954,387214
1678955,553659126
1678956,2600469168
1678957,604170551
1678958,104208
1678959,3018
1678960,19345
1678961,117698349
1678962,1432543327
1678963,776546578
1678964,994
1678965,1937791401
1678966,2454267756
1678967,7466
1678968,547
1678969,394473
1678970,1724698003
1678971,1813327296
1678972,150454
1678973,303082586
1678974,263559
1678975,1956223696
1678976,1073744284
1678977,1073751132
1678978,1073741957
1678979,1800755401
1678980,3579140213
1678981,2539756648
1678982,787356
1678983,854052
1678984,2080392313
1678985,1252706471
1678986,1087
1678987,14716915
1678988,4247445
1678989,6802
1678990,2823
1678991,659627
1678992,502543
1678993,3766486447
1678994,1527083
1678995,456034
1678996,2312675115
1678997,349529
1678998,337813
1678999,45044
1679000,1353921522
1679001,295940022
1679002,6152
1679003,4239579
1679004,429498181
1679005,2013316219
1679006,612375033
1679007,3299869011
1679008,2863312709
1679009,1651312
1679010,1717993008
1679011,43902
1679012,12068
1679013,1717991957
1679014,24069
1679015,2365589320
1679016,3579249036
1679017,2147483961
1679018,620760788
1679019,7176
1679020,14753054
1679021,224306
1679022,3579148202
1679023,5698766
1679024,4094252154
1679025,176780
1679026,5068
1679027,815151
1679028,24766
1679029,5672703
1679030,72575
1679031,2733231431
1679032,1954560353
1679033,1364
1679034,3937168467
1679035,203608607
1679036,468024
1679037,8192323
1679038,3221287914
1679039,224
1679040,5628298
1679041,181120
1679042,3563102874
1679043,15302
1679044,126903
1679045,1073791934
1679046,2151744768
1679047,121873
1679048,973317221
1679049,3892692179
1679050,2315257599
1679051,2332046782
1679052,1394187470
1679053,6296245
1679054,2215778252
1679055,45915
1679056,1166437997
1679057,46459
1679058,2013614136
1679059,1431656166
1679060,2197816127
1679061,172212
1679062,25692
1679063,954054
1679064,522815
1679065,10808
1679066,5892
1679067,2147484125
1679068,299249
1679069,157194
1679070,1946458021
1679071,1392851572
1679072,2751717881
1679073,3498252907
1679074,18450
1679075,3640660396
1679076,1023419380
1679077,1717987037
1679078,4127457742
1679079,1238161284
1679080,1577058434
1679081,2717909189
1679082,3170946025
1679083,2342712843
1679084,11241609
1679085,1610613800
1679086,1898122
1679087,45
1679088,2863313710
1679089,12487
1679090,1003
1679091,3006481654
1679092,2522455111
1679093,1441624
1679094,13245
1679095,2738505978
1679096,35335
1679097,3758420423
1679098,3435976503
1679099,25152
1679100,214752132
1679101,425023325
1679102,2539952519
1679103,1157934560
1679104,23698
1679105,429496786
1679106,8447224
1679107,42678
1679108,10135404
1679109,3579139488
1679110,1227200949
1679111,1840703082
1679112,215535
1679113,117260
1679114,486646740
1679115,805401285
1679116,3851
1679117,151583
1679118,1187974
1679119,695777
1679120,353111316
1679121,57882503
1679122,840728557
1679123,524337
1679124,1580171
1679125,4093735998
1679126,5733
1679127,4224514
1679128,810169
1679129,225157
1679130,8458310
1679131,41541
1679132,1073750609
1679133,1318160
1679134,1828716664
1679135,49454
1679136,5745
1679137,12033811
1679138,119880089
1679139,315097
1679140,3876733312
1679141,8465503
1679142,2147483912
1679143,330965
1679144,98210
1679145,167921005
1679146,28591
1679147,685071653
1679148,2569340083
1679149,2576980454
1679150,1279
1679151,1261241239
1679152,102080
1679153,3221225737
1679154,443660
1679155,3674218752
1679156,1431665086
1679157,1173220
1679158,7304277
1679159,724569019
1679160,253541
1679161,219398129
1679162,1789573099
1679163,1006678868
1679164,497726321
1679165,97799
1679166,1610698235
1679167,182547
1679168,1714007
1679169,4043314913
1679170,3435977208
1679171,26737
1679172,14008040
1679173,1073742273
1679174,3217705788
1679175,808509
1679176,5599836
1679177,4276094526
1679178,536873244
1679179,690242
1679180,150151
1679181,12674
1679182,38639
1679183,3772786404
1679184,654
1679185,2399154877
1679186,6300501
1679187,2147485337
1679188,1033443
1679189,1329595081
1679190,2147588255
1679191,1291875403
1679192,28038
1679193,3865476014
1679194,100479
1679195,66885
1679196,1179793
1679197,896759
1679198,3948230688
1679199,1293707
1679200,2065277270
1679201,2382368856
1679202,254570
1679203,858994773
1679204,5259109
1679205,4060102797
1679206,680179
1679207,247697
1679208,1793529811
1679209,2684363812
1679210,34687
1679211,617471
1679212,3489732471
1679213,286333683
1679214,1677926270
1679215,20823
1679216,5789
1679217,70751203
1679218,64490
1679219,2863337526
1679220,1657759326
1679221,3107988251
1679222,4026841641
1679223,91526
1679224,3860577905
1679225,2147491166
1679226,525687431
1679227,4269866728
1679228,1001564
1679229,219
1679230,10547236
1679231,3204448496
1679232,249771
1679233,3527443127
1679234,154016
1679235,31059
1679236,1724745
1679237,315720
1679238,1124075253
1679239,5739
1679240,1602240003
1679241,14821
1679242,17474
1679243,1396105
1679244,134218484
1679245,3614
1679246,5929
1679247,6343867
1679248,20496
1679249,3959437201
1679250,220760
1679251,500175
1679252,3006477535
1679253,23646
1679254,2293293640
1679255,309078
1679256,844958442
1679257,2147484610
1679258,3579139916
1679259,2585481471
1679260,98396
1679261,50
1679262,118640125
1679263,19492
1679264,97023
1679265,131289
1679266,14040
1679267,50619
1679268,128849
1679269,4244888071
1679270,68216
1679271,7289
1679272,8464711
1679273,2953
1679274,429525066
1679275,1431657795
1679276,2147483910
1679277,3511478
1679278,8402718
1679279,100103
1679280,33191
1679281,1073743726
1679282,1920
1679283,3489663379
1679284,407634041
1679285,1175504316
1679286,525127
1679287,159692
1679288,170861
1679289,2606061408
1679290,242
1679291,3514067229
1679292,7723214
1679293,794592
1679294,1043544371
1679295,4077457681
1679296,2768340944
1679297,3059580988
1679298,8656083
1679299,16491
1679300,199630
1679301,202730
1679302,3339378531
1679303,69811
1679304,3054493971
1679305,3774878801
1679306,857304
1679307,3435992079
1679308,2792403461
1679309,88808
1679310,1288492851
1679311,1431655809
1679312,1191185224
1679313,3509036731
1679314,46369
1679315,411594
1679316,1761658259
1679317,2802409134
1679318,555750551
1679319,232105
1679320,3008922385
1679321,3958405
1679322,73782
1679323,3574341650
1679324,28326
1679325,4190112517
1679326,2760344
1679327,3666003
1679328,227876
1679329,3114620
1679330,25393
1679331,66825
1679332,3489684523
1679333,422949
1679334,429500392
1679335,4085260995
1679336,7162
1679337,17603
1679338,3598717578
1679339,799797
1679340,2281713755
1679341,1879053648
1679342,1847569883
1679343,112482
1679344,2863312455
1679345,26991
1679346,2147484441
1679347,2879582076
1679348,2585137610
1679349,31911
1679350,369099004
1679351,738201742
1679352,1288491195
1679353,917095
1679354,2945120777
1679355,1879049279
1679356,14909
1679357,2365519
1679358,3830798670
1679359,30366
1679360,591986
1679361,122327
1679362,315221
1679363,385989859
1679364,2573626963
1679365,2147483979
1679366,16496
1679367,86937
1679368,1073757723
1679369,3817764615
1679370,461309
1679371,132479283
1679372,2147762486
1679373,2724742691
1679374,4978321
1679375,4830879
1679376,3176487139
1679377,3872202414
1679378,3435978470
1679379,87224
1679380,149759
1679381,335544641
1679382,1584585
1679383,51034
1679384,135733
1679385,1779387824
1679386,3758100290
1679387,212013
1679388,63558
1679389,5565401
1679390,1950353322
1679391,6646
1679392,13984026
1679393,760568631
1679394,205375
1679395,5013187
1679396,250513
1679397,4325524
1679398,29885
1679399,234916031
1679400,70523
1679401,132429
1679402,2577050161
1679403,14762691
1679404,168466
1679405,383338
1679406,59799
1679407,6153
1679408,8489214
1679409,27637
1679410,2917773933
1679411,590498
1679412,6940958
1679413,593468
1679414,1143609071
1679415,2576989305
1679416,739964
1679417,3338667896
1679418,14468
1679419,15124
1679420,983733
1679421,818267
1679422,2902458967
1679423,3816821648
1679424,1073742972
1679425,52960222
1679426,410926
1679427,180294
1679428,2576991420
1679429,2030307061
1679430,409300
1679431,3902381399
1679432,3036686940
1679433,2954101967
1679434,805328078
1679435,4127611879
1679436,1773046
1679437,119405
1679438,72466
1679439,9846
1679440,1717988214
1679441,1073749466
1679442,506695
1679443,46539
1679444,3137348199
1679445,3003157350
1679446,3937077135
1679447,4026672680
1679448,6378921
1679449,605897
1679450,4803
1679451,1879049137
1679452,688252
1679453,53666
1679454,77216
1679455,371
1679456,116277
1679457,87338
1679458,1581
1679459,22328
1679460,1610654955
1679461,803361
1679462,1431655808
1679463,157328
1679464,1543515805
1679465,89322
1679466,1224737067
1679467,6685877
1679468,730155612
1679469,3464495414
1679470,1523
1679471,3623881870
1679472,3221275471
1679473,3334251037
1679474,3154116612
1679475,429498203
1679476,3506439177
1679477,8391953
1679478,1958741314
1679479,262095
1679480,2317
1679481,6157207
1679482,3685
1679483,63313
1679484,1053
1679485,91793
1679486,6652038
1679487,26869
1679488,858994681
1679489,2147501238
1679490,729808996
1679491,791011
1679492,4033
1679493,2298512829
1679494,1073768005
1679495,1636565616
1679496,2667975846
1679497,654602
1679498,2708623939
1679499,4797870
1679500,29787
1679501,494564
1679502,2238561
1679503,199140
1679504,101429
1679505,2147486695
1679506,2860306
1679507,377418656
1679508,67434
1679509,925797
1679510,1431656212
1679511,906474265
1679512,721615226
1679513,899825
1679514,142841
1679515,396259
1679516,1817111391
1679517,855638062
1679518,1073745353
1679519,2576980868
1679520,715831594
1679521,156743
1679522,1440602240
1679523,2897223132
1679524,2498436
1679525,206581798
1679526,2931820260
1679527,9134
1679528,8740
1679529,906007508
1679530,161869
1679531,2164296
1679532,2407532227
1679533,3521692398
1679534,1679212870
1679535,1124902
1679536,3006477994
1679537,3951038219
1679538,108173
1679539,298555
1679540,1431656453
1679541,2799
1679542,50209
1679543,1862785999
1679544,2038433043
1679545,842219
1679546,2863311688
1679547,8636908
1679548,8449056
1679549,2343760
1679550,6353673
1679551,10255
1679552,2214592643
1679553,928388632
1679554,1186782
1679555,1066580310
1679556,1546193080
1679557,4096158988
1679558,498580
1679559,3650689959
1679560,64549
1679561,3584053456
1679562,160515
1679563,1252698990
1679564,2283866
1679565,3786062928
1679566,1866897932
1679567,4160846254
1679568,880
1679569,671599
1679570,1073748812
1679571,4219262
1679572,5637503
1679573,2700084096
1679574,532
1679575,902482
1679576,805915105
1679577,50425
1679578,1711284906
1679579,3817758458
1679580,4227879770
1679581,2912547377
1679582,71056
1679583,1070419
1679584,1291855501
1679585,4253546
1679586,242399
1679587,3414164098
1679588,1207960096
1679589,168261
1679590,179371
1679591,2073189568
1679592,3825225821
1679593,75715
1679594,1526734909
1679595,176160905
1679596,1073766934
1679597,6311840
1679598,1431655903
1679599,3579150386
1679600,2684383213
1679601,2082364042
1679602,3154117841
1679603,3435975567
1679604,5857
1679605,1476398189
1679606,1226996448
1679607,1073742357
1679608,57777
1679609,96105
1679610,167134
1679611,3221225620
1679612,1561807443
1679613,2808994
1679614,989892995
1679615,3669
1679616,3457103717
1679617,888025
1679618,2734808857
1679619,91796
1679620,1145326165
1679621,1736447581
1679622,15099716
1679623,308864
1679624,9690
1679625,436265564
1679626,92083
1679627,494505
1679628,3579139542
1679629,247169
1679630,3112173718
1679631,3641254991
1679632,2801854123
1679633,164860
1679634,1878365926
1679635,2863314253
1679636,55715
1679637,4227866557
1679638,83905596
1679639,35119
1679640,2147486902
1679641,44343
1679642,2863311607
1679643,11203583
1679644,184505
1679645,4043310286
1679646,12409
1679647,311194
1679648,186029
1679649,7290
1679650,3825214681
1679651,3331697
1679652,732011
1679653,35619
1679654,2856371072
